id,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,AveragePrice
17967,22495.69,0.0,176.23,0.0,22319.46,22319.46,0.0,0.0,0,2018,1.39
4799,240632.37,96272.81,71790.5,5966.97,66602.09,63212.61,3389.48,0.0,1,2016,1.13
11794,593797.17,132181.77,271784.99,5890.57,183939.84,122146.97,61792.87,0.0,0,2015,1.78
17386,1749.51,0.0,106.8,0.0,1642.71,1473.19,169.52,0.0,0,2017,1.67
6779,419687.35,118904.72,80217.63,7692.26,212872.74,59471.06,153401.68,0.0,1,2017,0.78
15042,5924.92,7.26,384.65,0.0,5533.01,1181.11,4351.9,0.0,0,2017,2.14
14041,7608.58,1478.16,5966.52,0.0,163.9,163.9,0.0,0.0,0,2016,2.11
9227,4294.01,2138.51,989.4,0.0,1166.1,1019.34,146.76,0.0,0,2015,1.86
10030,5078.46,1941.88,2656.17,1.36,479.05,479.05,0.0,0.0,0,2015,2.31
1494,1244324.47,20081.53,909664.31,2011.01,312567.62,252129.98,59757.08,680.56,1,2015,1.41
3069,85340.08,1276.16,52115.34,60.37,31888.21,29696.94,2191.27,0.0,1,2016,1.36
11978,1247.8,50.84,263.65,0.0,933.31,933.31,0.0,0.0,0,2016,1.81
6579,1126402.78,481864.71,189258.96,2105.74,453173.37,264530.01,188243.36,400.0,1,2017,1.12
11018,18149.27,4930.53,10792.14,0.0,2426.6,0.0,2426.6,0.0,0,2015,2.02
982,1180723.02,525259.71,535768.93,5175.33,114519.05,103507.51,11011.54,0.0,1,2015,0.7
16799,13878.02,721.23,3569.87,221.42,9365.5,3127.75,6237.75,0.0,0,2017,1.01
12979,4890.43,446.05,65.91,11.77,4366.7,1503.33,2863.37,0.0,0,2016,1.47
18185,6297.35,1399.87,649.18,0.0,4248.3,2360.0,1888.3,0.0,0,2018,1.76
7848,657693.0,195380.0,366968.0,1909.0,93436.0,91293.0,128.0,2015.0,1,2017,1.48
6160,120872.81,53450.48,16472.11,904.63,50045.59,44515.0,5349.24,181.35,1,2017,1.69
10839,1699.0,258.85,731.44,19.58,689.13,689.13,0.0,0.0,0,2015,1.93
13478,114275.61,4209.39,19961.97,2037.2,88067.05,70435.19,17631.86,0.0,0,2016,1.88
9067,71732.63,8952.71,33509.12,83.0,29187.8,9185.93,20001.87,0.0,1,2018,1.2
1264,637326.79,442545.72,80524.31,13.63,114243.13,49819.37,64423.76,0.0,1,2015,0.98
1297,405138.19,285204.29,42798.99,42.64,77092.27,41312.0,35780.27,0.0,1,2015,1.3
12430,16321.6,374.82,8709.85,0.0,7236.93,759.52,6477.41,0.0,0,2016,1.2
17659,29468.36,12.77,2380.23,0.0,27075.36,23926.76,3148.6,0.0,0,2018,1.73
4929,441333.91,139305.36,227493.9,18205.15,56329.5,56309.19,0.0,20.31,1,2016,1.14
15048,2414.64,0.0,286.14,0.0,2128.5,636.67,1491.83,0.0,0,2017,2.05
2266,543908.18,244319.84,185303.96,14394.68,99889.7,99789.03,97.35,3.32,1,2015,1.12
10918,1279.45,695.61,126.26,0.0,457.58,457.58,0.0,0.0,0,2015,1.81
2061,141860.18,52698.39,52242.5,146.1,36773.19,34415.41,2357.78,0.0,1,2015,1.09
11691,940.43,1.0,56.36,0.0,883.07,883.07,0.0,0.0,0,2015,1.68
9584,16545.05,818.74,13266.68,0.0,2459.63,2459.63,0.0,0.0,0,2015,1.62
6762,399525.37,125448.07,75420.31,7459.78,191197.21,47410.64,143342.13,444.44,1,2017,0.98
12408,27345.45,390.75,8582.72,0.0,18371.98,673.33,17698.65,0.0,0,2016,0.9
12331,5736.02,268.44,2921.35,718.82,1827.41,1827.41,0.0,0.0,0,2016,1.68
1630,228926.1,113657.5,51869.47,81.78,63317.35,47516.81,15800.54,0.0,1,2015,1.21
4527,1164027.22,731182.01,187418.51,11915.51,233511.19,117120.79,115108.46,1281.94,1,2016,0.63
13005,3079.43,2042.3,140.46,0.0,896.67,896.67,0.0,0.0,0,2016,1.76
5374,58497.96,2904.27,37191.51,19.23,18382.95,17427.95,0.0,955.0,1,2016,1.44
413,152671.15,26462.87,40475.81,38677.39,47055.08,33996.73,13058.35,0.0,1,2015,1.25
367,156114.08,34117.36,63074.74,28482.72,30439.26,28181.92,2257.34,0.0,1,2015,0.99
1080,185570.06,136390.88,13642.52,613.36,34923.3,19581.38,15341.92,0.0,1,2015,0.96
11428,3850.51,409.19,1327.79,482.3,1631.23,1623.37,7.86,0.0,0,2015,1.91
18153,121917.39,1929.39,18391.86,110.05,101486.09,85313.41,16172.68,0.0,0,2018,1.45
4947,292299.52,89364.77,128356.68,18569.63,56008.44,46336.06,8804.32,868.06,1,2016,1.68
10947,29471.57,3393.9,12896.24,3386.0,9795.43,4937.52,4857.91,0.0,0,2015,1.69
15232,16058.2,351.12,3638.62,0.0,12068.46,2048.66,10019.8,0.0,0,2017,2.2
2611,402228.35,175545.51,90767.27,80.58,135834.99,47783.02,88049.12,2.85,1,2015,0.88
10868,11633.27,9145.92,1568.59,0.0,918.76,303.33,615.43,0.0,0,2015,1.54
16727,10835.76,101.76,5697.63,240.83,4795.54,3907.95,887.59,0.0,0,2017,1.97
3886,181662.16,84765.99,27201.22,149.61,69545.34,27121.05,42424.29,0.0,1,2016,1.01
11231,9756.1,4437.96,5180.96,0.0,137.18,137.18,0.0,0.0,0,2015,1.86
4248,323909.4,181796.23,32868.32,380.73,108864.12,89653.6,19210.52,0.0,1,2016,0.87
8524,111113.11,49335.23,7414.97,8298.95,46063.96,19135.96,26830.36,97.64,1,2018,1.15
15242,22784.26,201.83,5849.35,0.0,16507.04,2066.65,14440.39,0.0,0,2017,1.82
4084,503076.75,271970.59,107339.21,77.92,123689.03,59675.53,49302.67,14710.83,1,2016,1.28
247,453631.25,3619.31,339299.3,151.36,110561.28,108838.11,1723.17,0.0,1,2015,1.19
664,603112.11,131881.99,380284.5,8461.12,82484.5,47368.3,35116.2,0.0,1,2015,1.15
12600,30084.47,4713.24,1955.11,23.17,23392.95,15001.1,8391.85,0.0,0,2016,1.06
15798,4021.54,168.82,1536.1,0.0,2316.62,1279.52,1037.1,0.0,0,2017,1.31
2132,439968.4,141447.28,130341.75,20174.55,148004.82,116383.07,31621.75,0.0,1,2015,0.92
9177,1373.95,57.42,153.88,0.0,1162.65,1162.65,0.0,0.0,0,2015,1.79
18005,13125.79,1802.37,2243.06,0.0,9080.36,9073.81,6.55,0.0,0,2018,1.69
13358,5187.23,553.48,5.7,0.0,4628.05,4514.72,113.33,0.0,0,2016,1.41
12573,25026.47,8810.53,2263.32,275.18,13677.44,11408.72,2268.72,0.0,0,2016,1.15
5306,117572.64,38790.31,6951.6,146.25,71684.48,57071.3,14613.18,0.0,1,2016,1.11
14272,5893.4,1241.89,1675.45,420.04,2556.02,2435.41,120.61,0.0,0,2016,1.58
3410,1354696.91,682737.6,292600.25,58729.32,320629.74,301233.11,10985.08,8411.55,1,2016,0.77
4839,105733.4,43234.65,26047.67,160.98,36290.1,35680.66,486.67,122.77,1,2016,1.17
11563,31775.03,9542.72,10814.64,666.44,10751.23,10040.0,711.23,0.0,0,2015,1.64
10606,10799.02,2075.8,8167.79,53.34,502.09,502.09,0.0,0.0,0,2015,2.02
11049,32927.82,17580.96,11685.08,3.15,3658.63,613.33,3045.3,0.0,0,2015,1.28
1571,278472.66,3616.8,231543.02,204.79,43108.05,43001.38,106.67,0.0,1,2015,1.19
1450,242065.29,169656.18,8648.32,202.67,63558.12,61345.53,2212.59,0.0,1,2015,0.93
11489,56107.03,41370.58,6317.71,0.0,8418.74,6211.9,2206.84,0.0,0,2015,1.31
13939,11411.49,151.89,5283.51,242.3,5733.79,2428.0,3305.79,0.0,0,2016,1.05
2661,26240072.11,8683958.8,11410478.34,1188118.95,4957516.02,3918658.43,999727.7,39129.89,1,2015,1.04
14064,7911.16,1317.55,6361.92,0.0,231.69,231.69,0.0,0.0,0,2016,1.68
8169,134388.82,83829.38,11655.32,117.88,38786.24,34224.0,4562.24,0.0,1,2017,1.34
12445,10563.94,529.0,7783.07,0.0,2251.87,348.67,1903.2,0.0,0,2016,1.33
7681,275129.35,91466.86,106264.62,3253.48,74144.39,73168.4,975.99,0.0,1,2017,1.18
10694,8260.25,13.04,88.91,0.0,8158.3,8158.3,0.0,0.0,0,2015,1.62
7343,432742.98,41076.94,232834.25,662.52,158169.27,130634.15,27089.29,445.83,1,2017,1.74
4861,164583.69,42474.31,55215.66,153.08,66740.64,59666.75,1708.89,5365.0,1,2016,0.99
7219,290521.98,12237.85,217700.24,1440.92,59142.97,20376.29,38766.68,0.0,1,2017,1.64
17674,202790.74,29398.11,70514.05,8.08,102870.5,102717.5,153.0,0.0,0,2018,1.75
5648,100256.85,2307.02,86817.51,334.01,10798.31,5338.56,5203.08,256.67,1,2017,1.38
12884,47076.79,14889.88,28.98,0.0,32157.93,32087.93,70.0,0.0,0,2016,0.87
8292,407584.72,258323.53,61821.63,235.54,87204.02,23812.96,55106.06,8285.0,1,2017,1.45
11543,27947.09,10367.86,6913.73,931.33,9734.17,6809.6,2924.57,0.0,0,2015,1.72
533,137298.77,66587.59,33743.19,18527.75,18440.24,10970.85,5538.06,1931.33,1,2015,1.02
12799,9184.96,291.91,165.23,9.36,8718.46,8580.77,137.69,0.0,0,2016,1.79
14541,3023.03,433.89,62.36,0.0,2526.78,200.0,2326.78,0.0,0,2016,1.47
1487,1515022.63,21741.7,1103694.97,1724.03,387861.93,322563.16,65288.42,10.35,1,2015,1.37
2545,170590.85,78724.96,50701.59,145.35,41018.95,41014.51,4.44,0.0,1,2015,1.28
11596,4088.37,537.84,3550.53,0.0,0.0,0.0,0.0,0.0,0,2015,1.61
1801,82110.05,2099.7,48280.34,1279.05,30450.96,23419.51,7031.45,0.0,1,2015,1.46
15256,24184.04,252.45,4493.92,0.0,19437.67,1003.96,18433.71,0.0,0,2017,0.86
15132,10438.1,33.0,4739.09,242.97,5423.04,5418.6,4.44,0.0,0,2017,2.35
766,157721.54,4487.21,92044.84,5487.61,55701.88,50462.56,5165.79,73.53,1,2015,1.22
7525,407742.01,64005.13,141179.93,12577.34,189979.61,128039.05,61593.08,347.48,1,2017,1.33
13109,108031.14,15403.16,30675.2,0.0,61952.78,61935.64,17.14,0.0,0,2016,1.14
8028,6466429.64,3274928.07,1121983.76,16796.23,2052721.58,1518938.69,530616.8,3166.09,1,2017,0.92
2656,22617999.38,8094803.56,9003178.41,731008.41,4789009.0,3901953.04,856560.34,30495.62,1,2015,0.99
5202,2648135.47,1055827.38,463050.84,4655.77,1124601.48,630163.97,492521.95,1915.56,1,2016,1.21
3108,140364.11,1110.75,62343.76,54.56,76855.04,76855.04,0.0,0.0,1,2016,1.14
15097,186112.1,30319.27,66541.46,7.86,89243.51,82024.66,7218.85,0.0,0,2017,1.63
1717,1097224.25,785254.94,204147.3,10346.68,97475.33,72169.92,25305.41,0.0,1,2015,0.53
2637,425033.14,304622.85,30735.77,170.44,89504.08,46251.46,43252.62,0.0,1,2015,0.99
5533,5463799.79,1874227.32,1254400.92,95280.92,2239890.63,1730972.57,505626.06,3292.0,1,2016,1.1
6171,240071.43,94170.47,28458.64,1949.27,115493.05,92651.49,22633.91,207.65,1,2017,0.95
6384,192007.39,2073.97,71125.6,51887.02,66920.8,45887.04,4128.48,16905.28,1,2017,1.51
7697,118080.88,25124.98,39485.74,71.76,53398.4,49231.32,4111.19,55.89,1,2017,1.51
10767,2834.45,1715.44,45.68,0.0,1073.33,1073.33,0.0,0.0,0,2015,1.81
7467,159303.6,68732.26,45716.42,3110.59,41744.33,30703.03,11041.3,0.0,1,2017,1.04
1552,3042447.03,92283.05,2003076.22,7049.52,940038.24,860636.05,79402.19,0.0,1,2015,1.29
5029,765652.36,216993.87,399403.75,61241.91,88012.83,85683.08,894.49,1435.26,1,2016,1.38
10996,37617.95,6636.08,15284.43,4.62,15692.82,13774.1,1918.72,0.0,0,2015,1.68
7384,773947.25,404665.91,127106.48,12550.96,229623.9,152307.86,72488.26,4827.78,1,2017,1.14
3417,1424317.64,753607.6,211182.18,112050.0,347477.86,316405.11,27732.87,3339.88,1,2016,0.69
4505,698601.84,20316.89,511600.73,16821.43,149862.79,137318.24,12438.99,105.56,1,2016,0.91
6244,1177312.94,501922.03,272758.35,48080.5,354552.06,317473.84,37019.15,59.07,1,2017,0.76
9957,61615.1,3633.93,42963.06,0.0,15018.11,9763.55,5254.56,0.0,0,2015,1.54
9652,3595.02,570.0,2671.18,0.0,353.84,126.59,227.25,0.0,0,2015,1.48
15305,9940.47,695.6,3430.4,0.0,5814.47,1994.78,3819.69,0.0,0,2017,1.61
4514,417688.74,16299.39,278369.87,636.84,122382.64,112636.83,9742.72,3.09,1,2016,1.33
4410,405931.49,4140.63,303581.5,26686.24,71523.12,71471.61,51.51,0.0,1,2016,1.08
7584,254131.0,77868.0,80926.0,4326.0,91011.0,88458.0,2553.0,0.0,1,2017,1.4
6993,2878967.54,653896.0,1285364.27,64703.08,875004.19,719379.64,151226.51,4398.04,1,2017,1.12
15659,14956.0,142.56,3792.69,0.0,11020.75,11020.75,0.0,0.0,0,2017,2.21
1509,3190120.04,72576.52,2330694.41,14909.65,771939.46,709816.2,60823.26,1300.0,1,2015,1.2
2926,732424.67,151204.91,367425.65,18808.75,194985.36,191238.8,3746.56,0.0,1,2016,1.5
6935,1254201.12,689710.71,281503.4,629.67,282357.34,102844.25,178368.65,1144.44,1,2017,0.87
15467,31258.52,670.37,5647.18,0.0,24940.97,966.3,23974.67,0.0,0,2017,0.93
943,983909.85,427828.16,411365.91,20404.29,124311.49,56573.89,67737.6,0.0,1,2015,0.75
980,978807.74,520034.92,346617.64,6532.39,105622.79,73227.41,32395.38,0.0,1,2015,0.82
17941,112128.84,12369.59,43197.79,217.92,56343.54,56343.54,0.0,0.0,0,2018,1.72
7218,267322.07,13747.51,203354.1,1304.64,48915.82,14987.09,33928.73,0.0,1,2017,1.61
12336,4551.61,311.44,2333.56,615.04,1291.57,1291.57,0.0,0.0,0,2016,1.69
11889,7296.25,1652.42,3123.83,0.0,2520.0,2520.0,0.0,0.0,0,2015,1.92
15089,206419.24,31578.61,80018.8,12.42,94809.41,94661.56,147.85,0.0,0,2017,1.64
12237,5329.12,0.0,279.64,0.0,5049.48,1223.64,3825.84,0.0,0,2016,1.66
6724,206654.98,87623.67,29999.87,236.88,88794.56,37567.36,50878.59,348.61,1,2017,1.11
17688,11882.61,31.41,6586.88,268.25,4996.07,4621.84,374.23,0.0,0,2018,1.88
2866,408260.87,185966.29,63348.63,180.57,158765.38,92308.66,66233.39,223.33,1,2016,1.25
2482,73681.06,30529.69,29902.8,3073.43,10175.14,10090.7,84.44,0.0,1,2015,1.15
5491,36958035.51,11711999.81,12981224.42,1640829.4,10623981.88,7835766.14,2563223.75,224991.99,1,2016,0.93
5482,32339377.09,10331314.28,10795751.15,947964.05,10264347.61,8315738.7,1561208.69,387400.22,1,2016,1.2
2407,2486654.71,1317283.12,534412.71,26776.37,608182.51,397112.08,211033.9,36.53,1,2015,1.15
6800,2117126.8,1096036.21,344686.36,105558.18,570846.05,523454.36,14650.86,32740.83,1,2017,1.66
11778,549787.59,89709.92,206198.62,5836.04,248043.01,142262.93,105780.08,0.0,0,2015,1.52
107,649141.25,51129.29,453586.5,25760.49,118664.97,117112.77,1552.2,0.0,1,2015,1.04
6211,919708.71,488695.54,194837.09,1217.6,234958.48,149960.64,84717.46,280.38,1,2017,1.29
694,267968.5,114208.75,36663.35,61914.67,55181.73,45741.01,2154.69,7286.03,1,2015,1.11
14674,405751.04,30288.09,99517.71,131.37,275813.87,81246.82,194567.05,0.0,0,2016,0.99
15756,7741.56,141.41,794.48,0.0,6773.19,5320.5,1452.69,0.0,0,2017,1.48
3663,249117.51,37155.26,99016.77,207.3,112738.18,100384.09,1258.61,11095.48,1,2016,1.25
12185,9394.21,13.81,451.66,0.0,8928.74,7679.45,1249.29,0.0,0,2016,1.52
12737,130838.45,4126.55,56807.6,4.8,69899.5,15124.86,54774.64,0.0,0,2016,1.16
17739,28078.4,4681.33,437.65,0.0,22959.42,22690.02,269.4,0.0,0,2018,1.34
3925,362136.8,135214.32,82726.73,9480.92,134714.83,88177.14,46537.69,0.0,1,2016,1.0
3808,146709.18,14488.94,66598.01,2091.96,63530.27,36081.38,27445.88,3.01,1,2016,1.31
9253,8669.79,2230.7,2168.87,649.81,3620.41,3620.41,0.0,0.0,0,2015,1.81
11910,13363.66,5337.04,4286.32,0.0,3740.3,2190.2,1550.1,0.0,0,2015,1.48
2444,67099.38,20577.16,21592.44,2889.97,22039.81,21900.09,0.0,139.72,1,2015,1.05
7783,808808.87,321474.22,418158.93,11962.44,57213.28,56599.1,43.35,570.83,1,2017,0.98
12759,94983.64,9750.65,64417.17,9.18,20806.64,6395.71,14410.93,0.0,0,2016,1.41
5522,5308225.44,1613263.25,1052993.06,102563.1,2539406.03,1566289.88,970943.65,2172.5,1,2016,1.15
18032,61712.85,2216.22,18281.23,17.08,41198.32,30082.97,11112.64,2.71,0,2018,1.72
14192,30480.39,1924.24,25560.94,35.13,2960.08,363.33,2596.75,0.0,0,2016,2.11
16944,18703.01,1135.74,12172.77,1.6,5392.9,5392.9,0.0,0.0,0,2017,1.71
1943,241120.74,50360.32,59216.72,47919.71,83623.99,83231.2,392.79,0.0,1,2015,1.23
6473,203026.62,30541.03,117170.48,36.92,55278.19,54995.56,282.63,0.0,1,2017,1.47
9553,19520.71,933.6,18480.44,0.0,106.67,106.67,0.0,0.0,0,2015,1.69
14362,54667.44,16629.6,11242.96,507.98,26286.9,25822.92,463.98,0.0,0,2016,1.44
8348,37039853.8,13490545.5,10090861.46,648410.9,12810035.94,9373421.78,3128713.2,307900.96,1,2017,1.21
4223,233898.8,114410.24,41719.96,401.91,77366.69,49871.41,16720.28,10775.0,1,2016,1.25
5927,135286.7,1773.3,71050.71,110.87,62351.82,58032.13,4319.69,0.0,1,2017,1.56
7392,1197422.34,551529.22,184895.41,12891.55,448106.16,239584.34,207048.21,1473.61,1,2017,0.77
15211,35870.49,49.0,32792.61,0.0,3028.88,3028.88,0.0,0.0,0,2017,1.53
4300,1030786.84,16212.12,582843.38,4694.24,427037.1,350600.31,74702.17,1734.62,1,2016,1.08
9765,26282.03,5076.16,3584.05,28.59,17593.23,203.33,17389.9,0.0,0,2015,1.36
13026,7232.71,913.95,2218.81,0.0,4099.95,4088.72,11.23,0.0,0,2016,1.42
4069,558552.18,251034.89,108280.87,180.9,199055.52,80169.65,118396.98,488.89,1,2016,1.43
7600,286761.46,72790.4,94919.48,6495.0,112556.58,106561.61,3974.97,2020.0,1,2017,1.31
11622,7851.73,1347.91,935.8,12.36,5555.66,214.52,5341.14,0.0,0,2015,1.07
10728,6756.78,32.68,809.1,0.0,5915.0,5915.0,0.0,0.0,0,2015,1.87
14375,41864.22,15773.34,7657.9,565.69,17867.29,14426.01,3441.28,0.0,0,2016,1.64
9655,4010.32,577.08,2725.99,0.0,707.25,468.9,238.35,0.0,0,2015,1.44
5256,49762.2,8071.55,17786.23,33.27,23871.15,23852.61,13.46,5.08,1,2016,1.49
13303,9322.85,643.33,4627.09,0.0,4052.43,2242.22,1810.21,0.0,0,2016,1.48
14902,1797.04,28.34,552.03,0.0,1216.67,264.39,952.28,0.0,0,2017,1.79
10323,924.46,33.57,833.02,0.0,57.87,13.33,44.54,0.0,0,2015,1.8
4901,420076.53,135264.64,230423.89,3263.5,51124.5,46655.82,704.79,3763.89,1,2016,1.34
18033,31275.39,1746.29,8110.67,0.0,21418.43,1712.1,19700.47,5.86,0,2018,1.66
2264,615500.43,207290.74,274970.73,13480.42,119758.54,119723.88,17.89,16.77,1,2015,1.18
15682,13053.93,173.46,6545.48,0.0,6334.99,6005.87,329.12,0.0,0,2017,2.48
3459,791013.5,188105.59,224899.28,20738.26,357270.37,96129.71,260598.95,541.71,1,2016,1.0
2418,3026048.11,1721633.23,464034.18,59679.47,780701.23,648105.94,132335.36,259.93,1,2015,1.14
9582,16076.52,436.1,15367.09,0.0,273.33,273.33,0.0,0.0,0,2015,1.67
9948,74152.81,3590.18,46265.47,10.54,24286.62,20700.55,3586.07,0.0,0,2015,1.6
7109,1217806.97,74423.5,788262.18,779.34,354341.95,330959.23,23366.81,15.91,1,2017,1.57
9015,506254.11,234534.94,77898.32,3486.87,190333.98,138219.59,49325.5,2788.89,1,2018,1.1
812,3753201.03,787079.55,1939235.3,406338.23,620547.95,481046.82,110126.4,29374.73,1,2015,1.09
2608,391514.43,228324.13,72749.38,100.62,90340.3,44449.47,45890.83,0.0,1,2015,0.97
6112,307618.14,4339.15,107640.2,884.18,194754.61,21955.22,172119.45,679.94,1,2017,1.15
2416,2748745.96,1578243.11,467848.98,72897.71,629756.16,501415.01,127742.54,598.61,1,2015,1.17
16434,7323.72,539.1,112.35,0.0,6672.27,3426.67,3245.6,0.0,0,2017,1.26
5732,672066.53,60120.62,418176.99,4523.13,189245.79,184656.12,4545.23,44.44,1,2017,1.6
4926,488547.76,128563.45,284764.63,21875.92,53343.76,53306.03,37.73,0.0,1,2016,1.05
16183,2172.93,252.53,100.4,0.0,1820.0,1816.67,3.33,0.0,0,2017,1.55
11021,55813.66,8464.13,38289.79,9.93,9049.81,0.0,9049.81,0.0,0,2015,1.37
9020,6621293.03,3309218.1,926223.64,28752.6,2357098.69,1820819.54,472662.31,63616.84,1,2018,0.89
1280,450603.36,323238.36,36762.19,136.17,90466.64,64400.34,26066.3,0.0,1,2015,1.24
12636,24427.82,879.07,9121.58,0.0,14427.17,880.0,13547.17,0.0,0,2016,1.03
18057,17340.49,295.16,3478.97,81.25,13485.11,12149.49,1335.62,0.0,0,2018,1.42
12175,18536.65,6.03,1444.35,0.0,17086.27,15476.08,1610.19,0.0,0,2016,1.79
10900,1387.96,466.03,33.94,0.0,887.99,360.84,527.15,0.0,0,2015,1.43
16191,6866.21,252.01,296.52,0.0,6317.68,6314.35,3.33,0.0,0,2017,1.35
17240,2596.51,215.25,1023.49,0.0,1357.77,380.0,977.77,0.0,0,2017,2.54
8648,191286.89,3195.61,75173.54,55327.24,57590.5,32676.64,8368.93,16544.93,1,2018,1.43
6320,231672.3,56672.38,29720.64,23010.55,122268.73,101940.75,8905.77,11422.21,1,2017,1.84
8252,75253.52,2542.88,40061.88,8.0,32640.76,22629.71,10011.05,0.0,1,2017,1.6
2185,637091.48,173521.67,364622.31,33083.99,65863.51,65038.1,766.09,59.32,1,2015,1.15
10053,3050.04,59.15,2158.92,2.63,829.34,829.34,0.0,0.0,0,2015,2.17
13378,4261.47,617.29,24.21,0.0,3619.97,3619.97,0.0,0.0,0,2016,1.27
14604,1093287.79,186697.3,341463.72,10231.17,554895.6,459261.24,95634.36,0.0,0,2016,1.48
4406,486716.71,3194.71,411414.16,26852.26,45255.58,45255.58,0.0,0.0,1,2016,0.99
2078,113235.82,45706.36,37629.54,57.82,29842.1,26555.99,3286.11,0.0,1,2015,1.16
10584,23927.09,2764.18,6739.98,4130.01,10292.92,7553.74,2739.18,0.0,0,2015,1.9
5531,6127060.42,2524278.53,1212034.14,122056.89,2268690.86,1560891.12,706937.47,862.27,1,2016,1.0
14148,30292.77,1453.65,27106.36,0.0,1732.76,1722.76,10.0,0.0,0,2016,2.34
6358,202635.01,2522.84,103361.16,58453.24,38297.77,17391.94,4053.28,16852.55,1,2017,1.09
14537,4523.75,283.6,34.68,0.0,4205.47,2350.0,1855.47,0.0,0,2016,1.47
13747,992.32,161.37,191.14,0.0,639.81,538.85,100.96,0.0,0,2016,1.45
4569,1209857.67,788381.39,243842.36,22140.43,155493.49,77572.93,77920.56,0.0,1,2016,0.61
10508,4984.2,380.02,2767.07,0.0,1837.11,835.86,1001.25,0.0,0,2015,1.55
831,3382800.12,467259.47,2059657.71,318102.38,537780.56,412779.64,111072.91,13928.01,1,2015,1.02
11303,12775.39,11531.38,555.56,0.0,688.45,688.45,0.0,0.0,0,2015,1.49
15060,138506.44,25276.34,58176.83,0.0,55053.27,54984.78,68.49,0.0,0,2017,1.82
137,855205.82,79192.07,507104.15,44390.54,224519.06,215572.03,8947.03,0.0,1,2015,1.26
12700,1816.88,73.89,1274.17,0.0,468.82,453.33,15.49,0.0,0,2016,1.53
7021,287217.67,114569.65,47014.32,60.26,125573.44,105149.34,18681.51,1742.59,1,2017,0.9
6735,234265.0,60519.0,77336.0,5388.0,91022.0,47255.0,43420.0,347.0,1,2017,1.13
